budget,genres,homepage,id,keywords,language,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,lead_actor_1,lead_actor_2,lead_actor_3,director,release_year
27500000,"Drama, Thriller",http://www.renditionmovie.com,5125,"anti terror, terror, cia, loss of son, police brutality, terrorist, loss of brother, war against terror, kidnapping, intelligence, despair, inhumanity, senator, plo, civil rights activist, hijacking, terror cell, loss of husband, politics, politician, government, loss of daughter, torture by the police, torture, cruelty, american, surveillance",en,English,Rendition,"When an Egyptian terrorism suspect ""disappears"" on a flight from Africa to Washington DC, his American wife and a CIA analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the US.",12.741073,"Anonymous Content, Level 1 Entertainment, MID Foundation",United States of America,09-07-2007,24748670,120,"???????, English",Released,What if someone you love...just disappeared?,Rendition,6.2,205,Omar Metwally,Reese Witherspoon,Jake Gyllenhaal,Gavin Hood,2007
27000000,"Science Fiction, Action, Adventure, Thriller",Unknown,174,"farewell, federation, starfleet, peace conference, uss enterprise-a, rura penthe, court case, peace contract, plan, klingon, space opera",en,English,Star Trek VI: The Undiscovered Country,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",16.188572,Paramount Pictures,United States of America,12-05-1991,96900000,113,English,Released,The battle for peace has begun.,Star Trek VI: The Undiscovered Country,6.7,413,William Shatner,Leonard Nimoy,DeForest Kelley,Nicholas Meyer,1991
27000000,"Drama, Mystery, Thriller, Crime",Unknown,9437,"washington d.c., covered investigation, investigation, north carolina, missing person",en,English,Kiss the Girls,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",18.913,"Paramount Pictures, Rysher Entertainment",United States of America,10-03-1997,60527873,115,"English, ???",Released,Smart Girls. Pretty Girls. Missing Girls.,Kiss the Girls,6.2,345,Morgan Freeman,Ashley Judd,Cary Elwes,Gary Fleder,1997
27000000,"Adventure, Comedy, Drama, Family",Unknown,10188,"female friendship, best friend, summer vacation, woman director, young adult",en,English,The Sisterhood of the Traveling Pants 2,"Four young women continue the journey toward adulthood that began with ""The Sisterhood of the Traveling Pants."" Now three years later, these lifelong friends embark on separate paths for their first year of college and the summer beyond, but remain in touch by sharing their experiences with each other.",11.870301,Unknown,United States of America,08-06-2008,44352417,117,English,Released,Some friends just fit together.,The Sisterhood of the Traveling Pants 2,6.0,238,Alexis Bledel,Amber Tamblyn,America Ferrera,Sanaa Hamri,2008
27000000,"Drama, Family, Fantasy, Adventure",Unknown,34584,"based on novel, fictional place, wolf, mythology, magic, horse, book, fairy tale, bully, school, talking animal, reading, book store, fantasy world, giant, gnome, quest",en,English,The Neverending Story,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",47.862016,"Producers Sales Organization, Bavaria Film, Dieter Geissler Filmproduktion, Warner Bros., Westdeutscher Rundfunk (WDR), Bavaria Studios","Germany, United States of America",04-05-1984,20158808,102,English,Released,A boy who needs a friend finds a world that needs a hero in a land beyond imagination!,The NeverEnding Story,7.0,1002,Barret Oliver,Gerald McRaney,Noah Hathaway,Wolfgang Petersen,1984
27000000,Thriller,Unknown,303858,"bomb, sniper, tv show, hostage drama, police, hostage-taking, new york city, stock market, stock fraud, woman director, tv studio",en,English,Money Monster,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,38.279458,"TriStar Pictures, Sony Pictures Releasing, Smokehouse Pictures, LStar Capital, Allegiance Theater",United States of America,05-12-2016,93282604,98,English,Released,Not every conspiracy is a theory.,Money Monster,6.5,1068,George Clooney,Julia Roberts,Jack O'Connell,Jodie Foster,2016
27000000,"Mystery, Thriller, Crime",http://www.mindhunters-thefilm.com/,16617,"fbi, island, serial killer, series of murders",en,English,Mindhunters,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,17.193659,"Avenue Pictures Productions, Weed Road Pictures, Intermedia Films, Egmond Film & Television, Dimension Films, Outlaw Productions (I), Mindhunters (UK) Limited, Mindhunters Productie BV, Tonna Oy, Outlaw Victoria Productions Inc.","Finland, Netherlands, United Kingdom, United States of America",05-07-2004,21148829,106,English,Released,"For seven elite profilers, finding a serial killer is a process of elimination. Their own.",Mindhunters,6.3,333,LL Cool J,Jonny Lee Miller,Kathryn Morris,Renny Harlin,2004
26000000,Comedy,Unknown,10330,"single parent, brother sister relationship, mistake in person, bride, talk show, body exchange, motherly love, high school, mother daughter relationship, wedding, psychiatrist, body-swap, music band, teen comedy, child as an adult, adult as a child",en,English,Freaky Friday,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fianc̩. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",24.345651,"Walt Disney Pictures, Gunn Films, Casual Friday Productions",United States of America,08-03-2003,110230332,97,"???, English",Released,Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.,Freaky Friday,6.0,879,Jamie Lee Curtis,Lindsay Lohan,Mark Harmon,Mark Waters,2003
26000000,"Comedy, Romance",http://www.universalstudiosentertainment.com/the-40-year-old-virgin/,6957,"first time, virgin",en,English,The 40 Year Old Virgin,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",38.473732,"Universal Pictures, Apatow Productions",United States of America,08-11-2005,109449237,116,"English, Espa̱ol",Released,"The longer you wait, the harder it gets",The 40 Year Old Virgin,6.2,1983,Steve Carell,Catherine Keener,Paul Rudd,Judd Apatow,2005
25000000,"Romance, History",Unknown,1934,"shakespeare, love of one's life, oscar award, theatre play, theatre group, writer's block, theatre milieu, author, speculative, false history",en,English,Shakespeare in Love,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",31.792964,"Miramax Films, Universal Pictures, Bedford Falls Productions",United States of America,12-11-1998,289317794,122,English,Released,Love is the only inspiration.,Shakespeare in Love,6.8,796,Joseph Fiennes,Gwyneth Paltrow,Geoffrey Rush,John Madden,1998
27000000,"Action, Comedy",http://www.sonypictures.com/movies/pineappleexpress/,10189,"smoking, marijuana, stoner, roach, lollipop, painting toenails, radio call in show, driving through a wall, seed, reference to pandora's box",en,English,Pineapple Express,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,41.832392,"Columbia Pictures, Apatow Productions",United States of America,08-06-2008,101624843,111,English,Released,Put this in your pipe and smoke it.,Pineapple Express,6.6,1148,Seth Rogen,James Franco,Danny McBride,David Gordon Green,2008
26000000,"Drama, Horror, Science Fiction, Thriller",Unknown,1551,"life and death, afterlife, swing, memory, medical student, confetti",en,English,Flatliners,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.",24.114459,"Columbia Pictures Corporation, Stonebridge Entertainment",United States of America,08-09-1990,61489265,115,"English, Fran̤ais, Espa̱ol",Released,Some lines shouldn't be crossed.,Flatliners,6.3,404,Kiefer Sutherland,Julia Roberts,Kevin Bacon,Joel Schumacher,1990
26000000,"Horror, Thriller",Unknown,11460,"hostage, menace, hitman, airplane",en,English,Red Eye,"After attending the funeral of her grandmother in Dallas, the Lux Atlantic Hotel manager Lisa is waiting for a flight to Miami. Due to the bad weather and consequent flight delay, she meets in the airport bar Jack Rippner, who is also in the waiting list. They sit together in the plane, and Jack reveals that he wants Lisa to change the room in Lux of an important American politician to facilitate a terrorist attempt against him. Otherwise, Lisa's father will be killed by a hit man. Lisa has to decide what to do with the menacing man at her side.",8.802626,"DreamWorks SKG, Craven-Maddalena Films, BenderSpink",United States of America,08-04-2005,57891803,85,"English, P??????",Released,Fear takes flight.,Red Eye,6.2,455,Rachel McAdams,Cillian Murphy,Brian Cox,Wes Craven,2005
26000000,Comedy,http://www.mgm.com/view/Movie/33/,17047,"london england, cia, teenage hero, teen spy, cia agent",en,English,Agent Cody Banks 2: Destination London,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",10.925618,"Splendid Pictures, Maverick Films, Metro-Goldwyn-Mayer (MGM), Dylan Sellers Productions, Madacy Entertainment",United States of America,12-03-2004,28818995,100,English,Released,Adventure is an attitude.,Agent Cody Banks 2: Destination London,5.2,144,Frankie Muniz,Anthony Anderson,Hannah Spearritt,Kevin Allen,2004
56000000,"Comedy, Romance",Unknown,62838,"new year's eve, illustrator, caterer, pedicab, ticket, videoconferencing, multiple storylines, duringcreditsstinger",en,English,New Year's Eve,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,21.219292,New Line Cinema,United States of America,12-08-2011,142044638,118,English,Released,The one night anything is possible.,New Year's Eve,5.7,718,Robert De Niro,Katherine Heigl,Ashton Kutcher,Garry Marshall,2011
42000000,"Drama, Thriller, Mystery, Romance",Unknown,2057,"women, sex, cuba, eroticism, lover (female), passion, coffee grower, sin, denunciation",en,English,Original Sin,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",14.831402,Metro-Goldwyn-Mayer (MGM),"France, United States of America",08-03-2001,35402320,118,"English, Deutsch, ???, Latin, Espa̱ol",Released,This is not a love story - it's a story about love.,Original Sin,5.8,198,Angelina Jolie,Antonio Banderas,Gregory Itzin,Michael Cristofer,2001
26000000,"Crime, Thriller, Mystery",Unknown,70436,"poison, blackmail, masked ball, historical figure, buried alive, serial killer, deadline, edgar allan poe, newspaper review, baltimore maryland, newspaper office, hard times, life imitates art, pendulum",en,English,The Raven,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",22.520842,Relativity Media,"Hungary, Serbia, Spain, United States of America",03-09-2012,29657751,111,English,Released,The only one who can stop a serial killer is the man who inspired him.,The Raven,6.1,426,John Cusack,Luke Evans,Alice Eve,James McTeigue,2012
